2025/10/17 00:13 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
188,14:00～15:00,10月16日,22:41,28,78

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
147,14:00～15:00,10月16日,22:41

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
183,13:00～14:00,10月16日,22:41,24,80

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
147,13:00～14:00,10月16日,22:41

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2025/10/16,00:00,98,98,62,158
2025/10/16,01:00,93,93,61,151
2025/10/16,02:00,92,92,60,151
2025/10/16,03:00,92,92,60,151
2025/10/16,04:00,91,91,60,151
2025/10/16,05:00,94,94,62,151
2025/10/16,06:00,98,99,60,162
2025/10/16,07:00,110,111,66,166
2025/10/16,08:00,128,129,73,174
2025/10/16,09:00,138,139,76,180
2025/10/16,10:00,144,144,77,187
2025/10/16,11:00,146,144,77,189
2025/10/16,12:00,145,142,77,188
2025/10/16,13:00,145,147,78,184
2025/10/16,14:00,142,147,76,186
2025/10/16,15:00,132,143,72,181
2025/10/16,16:00,130,140,74,175
2025/10/16,17:00,129,133,75,172
2025/10/16,18:00,131,129,76,171
2025/10/16,19:00,129,129,77,167
2025/10/16,20:00,125,125,77,162
2025/10/16,21:00,117,119,72,162
2025/10/16,22:00,112,111,69,162
2025/10/16,23:00,106,108,67,157

最大使用率(%),時間帯
78,13:00～14:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
195,13:00～14:00,10月17日,00:00,34,74

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
146,13:00～14:00,10月17日,00:00

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
171,18:00～19:00,10月17日,00:00,27,78

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
135,18:00～19:00,10月17日,00:00

DATE,TIME,当日実績(5分間隔値)(万kW),太陽光発電実績(5分間値)(万kW)
2025/10/16,00:00,104,0
2025/10/16,00:05,103,0
2025/10/16,00:10,102,0
2025/10/16,00:15,102,0
2025/10/16,00:20,101,0
2025/10/16,00:25,101,0
2025/10/16,00:30,100,0
2025/10/16,00:35,99,0
2025/10/16,00:40,98,0
2025/10/16,00:45,98,0
2025/10/16,00:50,97,0
2025/10/16,00:55,97,0
2025/10/16,01:00,96,0
2025/10/16,01:05,96,0
2025/10/16,01:10,95,0
2025/10/16,01:15,95,0
2025/10/16,01:20,94,0
2025/10/16,01:25,94,0
2025/10/16,01:30,94,0
2025/10/16,01:35,94,0
2025/10/16,01:40,93,0
2025/10/16,01:45,93,0
2025/10/16,01:50,93,0
2025/10/16,01:55,93,0
2025/10/16,02:00,93,0
2025/10/16,02:05,93,0
2025/10/16,02:10,93,0
2025/10/16,02:15,92,0
2025/10/16,02:20,92,0
2025/10/16,02:25,92,0
2025/10/16,02:30,92,0
2025/10/16,02:35,93,0
2025/10/16,02:40,93,0
2025/10/16,02:45,93,0
2025/10/16,02:50,93,0
2025/10/16,02:55,93,0
