2025/10/29 00:13 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
155,10:00～11:00,10月28日,22:41,44,69

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
108,10:00～11:00,10月28日,22:41

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
154,10:00～11:00,10月28日,22:41,43,70

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
108,10:00～11:00,10月28日,22:41

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2025/10/28,00:00,82,83,59,138
2025/10/28,01:00,78,79,56,138
2025/10/28,02:00,78,79,56,139
2025/10/28,03:00,80,79,58,138
2025/10/28,04:00,80,80,57,139
2025/10/28,05:00,83,82,59,139
2025/10/28,06:00,86,86,61,139
2025/10/28,07:00,92,93,59,155
2025/10/28,08:00,98,98,62,158
2025/10/28,09:00,104,106,67,155
2025/10/28,10:00,104,108,67,155
2025/10/28,11:00,104,107,67,155
2025/10/28,12:00,101,101,65,154
2025/10/28,13:00,102,104,66,154
2025/10/28,14:00,102,104,66,153
2025/10/28,15:00,100,101,65,153
2025/10/28,16:00,99,99,64,154
2025/10/28,17:00,98,99,64,153
2025/10/28,18:00,99,100,64,153
2025/10/28,19:00,96,97,62,153
2025/10/28,20:00,93,93,60,153
2025/10/28,21:00,87,90,62,139
2025/10/28,22:00,83,84,59,139
2025/10/28,23:00,79,80,56,139

最大使用率(%),時間帯
67,11:00～12:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
163,15:00～16:00,10月29日,00:00,57,63

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
104,15:00～16:00,10月29日,00:00

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
153,18:00～19:00,10月29日,00:00,53,65

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
100,18:00～19:00,10月29日,00:00

DATE,TIME,当日実績(5分間隔値)(万kW),太陽光発電実績(5分間値)(万kW)
2025/10/28,00:00,87,0
2025/10/28,00:05,87,0
2025/10/28,00:10,86,0
2025/10/28,00:15,85,0
2025/10/28,00:20,84,0
2025/10/28,00:25,82,0
2025/10/28,00:30,82,0
2025/10/28,00:35,80,0
2025/10/28,00:40,82,0
2025/10/28,00:45,83,0
2025/10/28,00:50,83,0
2025/10/28,00:55,82,0
2025/10/28,01:00,81,0
2025/10/28,01:05,81,0
2025/10/28,01:10,81,0
2025/10/28,01:15,81,0
2025/10/28,01:20,81,0
2025/10/28,01:25,80,0
2025/10/28,01:30,78,0
2025/10/28,01:35,78,0
2025/10/28,01:40,78,0
2025/10/28,01:45,76,0
2025/10/28,01:50,78,0
2025/10/28,01:55,80,0
2025/10/28,02:00,80,0
2025/10/28,02:05,80,0
2025/10/28,02:10,78,0
2025/10/28,02:15,80,0
2025/10/28,02:20,80,0
2025/10/28,02:25,80,0
2025/10/28,02:30,80,0
2025/10/28,02:35,80,0
2025/10/28,02:40,79,0
