2026/01/20 00:13 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
146,11:00～12:00,01月19日,22:54,62,61

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
90,11:00～12:00,01月19日,22:54

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
122,18:00～19:00,01月19日,22:54,39,72

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
88,18:00～19:00,01月19日,22:54

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2026/01/19,00:00,68,69,55,122
2026/01/19,01:00,66,67,54,122
2026/01/19,02:00,66,68,54,122
2026/01/19,03:00,70,71,56,123
2026/01/19,04:00,71,73,55,127
2026/01/19,05:00,71,74,54,130
2026/01/19,06:00,72,74,55,130
2026/01/19,07:00,78,78,59,131
2026/01/19,08:00,82,83,63,129
2026/01/19,09:00,86,85,64,134
2026/01/19,10:00,88,88,63,139
2026/01/19,11:00,91,90,63,144
2026/01/19,12:00,88,88,59,148
2026/01/19,13:00,89,87,61,146
2026/01/19,14:00,88,87,62,141
2026/01/19,15:00,88,87,64,137
2026/01/19,16:00,86,88,65,132
2026/01/19,17:00,83,87,66,124
2026/01/19,18:00,86,88,70,122
2026/01/19,19:00,85,85,69,122
2026/01/19,20:00,82,82,66,123
2026/01/19,21:00,77,79,61,125
2026/01/19,22:00,75,75,61,123
2026/01/19,23:00,72,74,59,122

最大使用率(%),時間帯
70,18:00～19:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
126,18:00～19:00,01月20日,00:00,43,69

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
88,18:00～19:00,01月20日,00:00

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
126,19:00～20:00,01月20日,00:00,43,69

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
88,19:00～20:00,01月20日,00:00

DATE,TIME,当日実績(5分間隔値)(万kW),太陽光発電実績(5分間値)(万kW)
2026/01/19,00:00,71,0
2026/01/19,00:05,71,0
2026/01/19,00:10,72,0
2026/01/19,00:15,71,0
2026/01/19,00:20,68,0
2026/01/19,00:25,69,0
2026/01/19,00:30,70,0
2026/01/19,00:35,69,0
2026/01/19,00:40,69,0
2026/01/19,00:45,68,0
2026/01/19,00:50,65,0
2026/01/19,00:55,65,0
2026/01/19,01:00,67,0
2026/01/19,01:05,68,0
2026/01/19,01:10,69,0
2026/01/19,01:15,68,0
2026/01/19,01:20,66,0
2026/01/19,01:25,67,0
2026/01/19,01:30,68,0
2026/01/19,01:35,67,0
2026/01/19,01:40,67,0
2026/01/19,01:45,66,0
2026/01/19,01:50,64,0
2026/01/19,01:55,64,0
2026/01/19,02:00,66,0
2026/01/19,02:05,67,0
2026/01/19,02:10,67,0
2026/01/19,02:15,68,0
2026/01/19,02:20,66,0
2026/01/19,02:25,67,0
2026/01/19,02:30,68,0
2026/01/19,02:35,69,0
2026/01/19,02:40,69,0
2026/01/19,02:45,69,0
2026/01/19,02:50,67,0
2026/01/19,02:55,66,0
2026/01/19,03:00,67,0
2026/01/19,03:05,69,0
2026/01/19,03:10,70,0
2026/01/19,03:15,71,0
2026/01/19,03:20,70,0
2026/01/19,03:25,70,0
2026/01/19,03:30,72,0
2026/01/19,03:35,71,0
2026/01/19,03:40,72,0
2026/01/19,03:45,72,0
2026/01/19,03:50,71,0
2026/01/19,03:55,69,0
2026/01/19,04:00,69,0
2026/01/19,04:05,72,0
2026/01/19,04:10,72,0
2026/01/19,04:15,73,0
2026/01/19,04:20,73,0
2026/01/19,04:25,70,0
2026/01/19,04:30,72,0
2026/01/19,04:35,73,0
2026/01/19,04:40,73,0
2026/01/19,04:45,73,0
2026/01/19,04:50,72,0
2026/01/19,04:55,70,0
2026/01/19,05:00,70,0
2026/01/19,05:05,71,0
2026/01/19,05:10,71,0
2026/01/19,05:15,72,0
2026/01/19,05:20,72,0
2026/01/19,05:25,72,0
2026/01/19,05:30,73,0
2026/01/19,05:35,71,0
2026/01/19,05:40,72,0
2026/01/19,05:45,72,0
2026/01/19,05:50,72,0
2026/01/19,05:55,72,0
2026/01/19,06:00,71,0
2026/01/19,06:05,70,0
2026/01/19,06:10,70,0
2026/01/19,06:15,71,0
2026/01/19,06:20,73,0
2026/01/19,06:25,73,0
2026/01/19,06:30,74,0
