2025/11/09 00:13 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
174,14:00～15:00,11月08日,22:41,63,61

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
107,14:00～15:00,11月08日,22:41

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
152,18:00～19:00,11月08日,22:41,48,67

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
103,18:00～19:00,11月08日,22:41

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2025/11/08,00:00,80,79,54,147
2025/11/08,01:00,77,76,55,138
2025/11/08,02:00,76,76,55,138
2025/11/08,03:00,77,79,55,138
2025/11/08,04:00,77,79,55,138
2025/11/08,05:00,78,79,56,138
2025/11/08,06:00,77,78,53,145
2025/11/08,07:00,83,82,53,155
2025/11/08,08:00,92,92,56,162
2025/11/08,09:00,99,98,58,169
2025/11/08,10:00,103,102,58,176
2025/11/08,11:00,106,103,59,179
2025/11/08,12:00,106,105,59,179
2025/11/08,13:00,106,107,59,177
2025/11/08,14:00,105,107,60,173
2025/11/08,15:00,105,106,63,166
2025/11/08,16:00,102,105,64,158
2025/11/08,17:00,100,102,65,153
2025/11/08,18:00,103,103,67,152
2025/11/08,19:00,101,103,66,152
2025/11/08,20:00,99,100,65,152
2025/11/08,21:00,94,95,61,152
2025/11/08,22:00,90,90,59,152
2025/11/08,23:00,86,86,57,151

最大使用率(%),時間帯
67,18:00～19:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
172,13:00～14:00,11月09日,00:00,69,59

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
102,13:00～14:00,11月09日,00:00

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
152,18:00～19:00,11月09日,00:00,54,65

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
99,18:00～19:00,11月09日,00:00

DATE,TIME,当日実績(5分間隔値)(万kW),太陽光発電実績(5分間値)(万kW)
2025/11/08,00:00,84,0
2025/11/08,00:05,84,0
2025/11/08,00:10,84,0
2025/11/08,00:15,81,0
2025/11/08,00:20,79,0
2025/11/08,00:25,80,0
2025/11/08,00:30,81,0
2025/11/08,00:35,81,0
2025/11/08,00:40,81,0
2025/11/08,00:45,79,0
2025/11/08,00:50,81,0
2025/11/08,00:55,81,0
2025/11/08,01:00,81,0
2025/11/08,01:05,80,0
2025/11/08,01:10,80,0
2025/11/08,01:15,77,0
2025/11/08,01:20,76,0
2025/11/08,01:25,76,0
2025/11/08,01:30,78,0
2025/11/08,01:35,78,0
2025/11/08,01:40,77,0
2025/11/08,01:45,76,0
2025/11/08,01:50,76,0
2025/11/08,01:55,77,0
2025/11/08,02:00,78,0
2025/11/08,02:05,78,0
2025/11/08,02:10,77,0
2025/11/08,02:15,76,0
2025/11/08,02:20,74,0
2025/11/08,02:25,74,0
2025/11/08,02:30,76,0
2025/11/08,02:35,78,0
2025/11/08,02:40,79,0
2025/11/08,02:45,78,0
2025/11/08,02:50,77,0
2025/11/08,02:55,78,0
2025/11/08,03:00,78,0
2025/11/08,03:05,79,0
2025/11/08,03:10,79,0
2025/11/08,03:15,79,0
2025/11/08,03:20,76,0
2025/11/08,03:25,76,0
2025/11/08,03:30,76,0
2025/11/08,03:35,77,0
2025/11/08,03:40,79,0
2025/11/08,03:45,78,0
2025/11/08,03:50,79,0
2025/11/08,03:55,76,0
2025/11/08,04:00,77,0
2025/11/08,04:05,79,0
2025/11/08,04:10,79,0
2025/11/08,04:15,79,0
2025/11/08,04:20,79,0
2025/11/08,04:25,77,0
2025/11/08,04:30,76,0
2025/11/08,04:35,76,0
2025/11/08,04:40,79,0
2025/11/08,04:45,79,0
2025/11/08,04:50,79,0
2025/11/08,04:55,80,0
2025/11/08,05:00,78,0
2025/11/08,05:05,80,0
2025/11/08,05:10,80,0
2025/11/08,05:15,81,0
2025/11/08,05:20,81,0
2025/11/08,05:25,81,0
2025/11/08,05:30,79,0
2025/11/08,05:35,78,0
2025/11/08,05:40,78,0
2025/11/08,05:45,79,0
2025/11/08,05:50,79,0
2025/11/08,05:55,80,0
2025/11/08,06:00,79,0
2025/11/08,06:05,78,0
2025/11/08,06:10,80,0
2025/11/08,06:15,80,0
2025/11/08,06:20,80,0
2025/11/08,06:25,80,0
2025/11/08,06:30,78,0
2025/11/08,06:35,77,0
2025/11/08,06:40,77,0
2025/11/08,06:45,78,0
2025/11/08,06:50,79,0
2025/11/08,06:55,81,0
2025/11/08,07:00,81,1
2025/11/08,07:05,83,1
2025/11/08,07:10,82,1
2025/11/08,07:15,83,2
2025/11/08,07:20,83,2
2025/11/08,07:25,83,2
2025/11/08,07:30,84,3
2025/11/08,07:35,86,3
2025/11/08,07:40,85,4
2025/11/08,07:45,83,4
2025/11/08,07:50,84,5
2025/11/08,07:55,86,6
2025/11/08,08:00,86,6
2025/11/08,08:05,92,7
2025/11/08,08:10,92,8
2025/11/08,08:15,90,9
2025/11/08,08:20,92,9
2025/11/08,08:25,92,10
2025/11/08,08:30,92,11
2025/11/08,08:35,95,11
2025/11/08,08:40,93,12
2025/11/08,08:45,92,13
2025/11/08,08:50,94,13
2025/11/08,08:55,95,14
2025/11/08,09:00,96,15
2025/11/08,09:05,100,15
2025/11/08,09:10,99,16
2025/11/08,09:15,99,16
2025/11/08,09:20,99,17
2025/11/08,09:25,100,17
2025/11/08,09:30,100,18
2025/11/08,09:35,102,19
2025/11/08,09:40,100,19
2025/11/08,09:45,99,20
2025/11/08,09:50,101,20
2025/11/08,09:55,102,21
2025/11/08,10:00,102,21
2025/11/08,10:05,105,21
2025/11/08,10:10,103,22
2025/11/08,10:15,104,22
2025/11/08,10:20,104,23
2025/11/08,10:25,104,23
2025/11/08,10:30,104,23
2025/11/08,10:35,104,24
2025/11/08,10:40,102,24
2025/11/08,10:45,102,25
2025/11/08,10:50,105,25
2025/11/08,10:55,105,25
2025/11/08,11:00,106,25
2025/11/08,11:05,107,26
2025/11/08,11:10,105,26
2025/11/08,11:15,106,26
2025/11/08,11:20,107,26
