2026/05/02 00:13 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
156,13:00～14:00,05月01日,22:41,61,62

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
97,13:00～14:00,05月01日,22:41

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
129,21:00～22:00,05月01日,22:41,54,65

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
84,21:00～22:00,05月01日,22:41

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2026/05/01,00:00,75,76,54,139
2026/05/01,01:00,72,73,58,124
2026/05/01,02:00,72,73,57,125
2026/05/01,03:00,75,75,60,125
2026/05/01,04:00,76,76,60,125
2026/05/01,05:00,77,76,61,125
2026/05/01,06:00,78,77,61,126
2026/05/01,07:00,83,83,62,132
2026/05/01,08:00,90,89,64,139
2026/05/01,09:00,94,94,63,147
2026/05/01,10:00,96,97,62,154
2026/05/01,11:00,96,97,61,155
2026/05/01,12:00,94,96,60,155
2026/05/01,13:00,95,97,61,155
2026/05/01,14:00,95,96,59,159
2026/05/01,15:00,90,94,56,160
2026/05/01,16:00,90,93,59,152
2026/05/01,17:00,89,92,61,144
2026/05/01,18:00,89,90,64,139
2026/05/01,19:00,91,91,65,139
2026/05/01,20:00,88,89,63,139
2026/05/01,21:00,83,84,64,129
2026/05/01,22:00,79,80,61,129
2026/05/01,23:00,75,76,58,129

最大使用率(%),時間帯
65,19:00～20:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
129,19:00～20:00,05月02日,00:00,45,68

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
89,19:00～20:00,05月02日,00:00

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
129,19:00～20:00,05月02日,00:00,45,68

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
89,19:00～20:00,05月02日,00:00

DATE,TIME,当日実績(5分間隔値)(万kW),太陽光発電実績(5分間値)(万kW)
2026/05/01,00:00,78,0
2026/05/01,00:05,78,0
2026/05/01,00:10,77,0
2026/05/01,00:15,77,0
2026/05/01,00:20,77,0
2026/05/01,00:25,77,0
2026/05/01,00:30,77,0
2026/05/01,00:35,76,0
2026/05/01,00:40,72,0
2026/05/01,00:45,72,0
2026/05/01,00:50,75,0
2026/05/01,00:55,75,0
2026/05/01,01:00,76,0
2026/05/01,01:05,76,0
2026/05/01,01:10,74,0
2026/05/01,01:15,74,0
2026/05/01,01:20,74,0
2026/05/01,01:25,75,0
2026/05/01,01:30,75,0
2026/05/01,01:35,71,0
2026/05/01,01:40,71,0
2026/05/01,01:45,72,0
2026/05/01,01:50,73,0
2026/05/01,01:55,73,0
2026/05/01,02:00,73,0
2026/05/01,02:05,72,0
2026/05/01,02:10,74,0
2026/05/01,02:15,74,0
2026/05/01,02:20,74,0
2026/05/01,02:25,74,0
2026/05/01,02:30,71,0
2026/05/01,02:35,71,0
2026/05/01,02:40,74,0
2026/05/01,02:45,75,0
