2026/05/05 00:13 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
139,19:00～20:00,05月04日,22:41,54,64

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
90,19:00～20:00,05月04日,22:41

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
128,15:00～16:00,05月04日,22:41,49,67

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
86,15:00～16:00,05月04日,22:41

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2026/05/04,00:00,79,82,56,139
2026/05/04,01:00,74,79,56,132
2026/05/04,02:00,73,80,58,125
2026/05/04,03:00,76,76,60,125
2026/05/04,04:00,76,75,60,125
2026/05/04,05:00,76,74,60,125
2026/05/04,06:00,74,73,58,126
2026/05/04,07:00,77,76,60,127
2026/05/04,08:00,82,82,62,131
2026/05/04,09:00,84,86,63,132
2026/05/04,10:00,85,86,65,129
2026/05/04,11:00,85,87,65,130
2026/05/04,12:00,85,87,63,133
2026/05/04,13:00,84,86,63,133
2026/05/04,14:00,84,87,62,134
2026/05/04,15:00,83,86,61,134
2026/05/04,16:00,83,85,59,139
2026/05/04,17:00,85,87,61,139
2026/05/04,18:00,85,88,61,139
2026/05/04,19:00,85,90,61,139
2026/05/04,20:00,83,88,59,139
2026/05/04,21:00,77,80,55,139
2026/05/04,22:00,73,75,52,139
2026/05/04,23:00,70,72,53,131

最大使用率(%),時間帯
65,11:00～12:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
139,19:00～20:00,05月05日,00:00,65,60

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
84,19:00～20:00,05月05日,00:00

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
123,16:00～17:00,05月05日,00:00,58,63

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
78,16:00～17:00,05月05日,00:00

DATE,TIME,当日実績(5分間隔値)(万kW),太陽光発電実績(5分間値)(万kW)
2026/05/04,00:00,84,0
2026/05/04,00:05,84,0
2026/05/04,00:10,83,0
2026/05/04,00:15,81,0
2026/05/04,00:20,79,0
2026/05/04,00:25,81,0
2026/05/04,00:30,81,0
2026/05/04,00:35,80,0
2026/05/04,00:40,80,0
2026/05/04,00:45,77,0
2026/05/04,00:50,76,0
2026/05/04,00:55,76,0
2026/05/04,01:00,77,0
2026/05/04,01:05,78,0
2026/05/04,01:10,77,0
2026/05/04,01:15,76,0
2026/05/04,01:20,76,0
2026/05/04,01:25,77,0
2026/05/04,01:30,76,0
2026/05/04,01:35,76,0
2026/05/04,01:40,75,0
2026/05/04,01:45,72,0
2026/05/04,01:50,72,0
2026/05/04,01:55,74,0
2026/05/04,02:00,74,0
2026/05/04,02:05,74,0
2026/05/04,02:10,74,0
2026/05/04,02:15,75,0
2026/05/04,02:20,75,0
2026/05/04,02:25,75,0
2026/05/04,02:30,76,0
2026/05/04,02:35,77,0
2026/05/04,02:40,74,0
2026/05/04,02:45,73,0
2026/05/04,02:50,73,0
2026/05/04,02:55,74,0
2026/05/04,03:00,75,0
2026/05/04,03:05,77,0
2026/05/04,03:10,76,0
2026/05/04,03:15,77,0
2026/05/04,03:20,76,0
2026/05/04,03:25,77,0
2026/05/04,03:30,77,0
2026/05/04,03:35,78,0
2026/05/04,03:40,77,0
2026/05/04,03:45,78,0
2026/05/04,03:50,76,0
2026/05/04,03:55,75,0
2026/05/04,04:00,76,0
2026/05/04,04:05,78,0
2026/05/04,04:10,78,0
2026/05/04,04:15,78,0
2026/05/04,04:20,76,0
2026/05/04,04:25,77,0
2026/05/04,04:30,78,0
2026/05/04,04:35,78,0
2026/05/04,04:40,78,0
2026/05/04,04:45,77,0
2026/05/04,04:50,75,0
2026/05/04,04:55,76,0
2026/05/04,05:00,78,0
2026/05/04,05:05,79,0
2026/05/04,05:10,78,0
2026/05/04,05:15,78,0
2026/05/04,05:20,79,0
2026/05/04,05:25,78,0
2026/05/04,05:30,79,0
2026/05/04,05:35,79,0
2026/05/04,05:40,78,0
2026/05/04,05:45,75,0
2026/05/04,05:50,74,0
2026/05/04,05:55,75,0
2026/05/04,06:00,77,0
2026/05/04,06:05,78,0
2026/05/04,06:10,77,0
2026/05/04,06:15,75,0
2026/05/04,06:20,77,0
2026/05/04,06:25,76,0
2026/05/04,06:30,76,1
2026/05/04,06:35,77,1
2026/05/04,06:40,75,1
2026/05/04,06:45,73,1
2026/05/04,06:50,73,1
2026/05/04,06:55,74,1
2026/05/04,07:00,76,1
2026/05/04,07:05,76,1
2026/05/04,07:10,77,1
2026/05/04,07:15,76,2
2026/05/04,07:20,79,2
2026/05/04,07:25,78,2
2026/05/04,07:30,79,2
2026/05/04,07:35,80,2
2026/05/04,07:40,79,2
2026/05/04,07:45,77,2
2026/05/04,07:50,76,2
2026/05/04,07:55,78,2
