2026/05/15 00:13 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
159,11:00～12:00,05月14日,22:41,50,66

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
106,11:00～12:00,05月14日,22:41

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
156,14:00～15:00,05月14日,22:41,49,67

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
105,14:00～15:00,05月14日,22:41

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2026/05/14,00:00,74,75,61,121
2026/05/14,01:00,71,73,58,121
2026/05/14,02:00,71,73,58,121
2026/05/14,03:00,73,75,60,121
2026/05/14,04:00,74,76,61,121
2026/05/14,05:00,75,77,62,121
2026/05/14,06:00,76,79,62,122
2026/05/14,07:00,83,86,60,137
2026/05/14,08:00,90,93,59,151
2026/05/14,09:00,97,100,63,154
2026/05/14,10:00,101,104,64,156
2026/05/14,11:00,99,106,61,160
2026/05/14,12:00,97,103,59,163
2026/05/14,13:00,97,105,60,161
2026/05/14,14:00,96,105,60,159
2026/05/14,15:00,95,96,62,152
2026/05/14,16:00,93,94,61,151
2026/05/14,17:00,92,92,62,147
2026/05/14,18:00,94,93,63,149
2026/05/14,19:00,95,94,62,151
2026/05/14,20:00,93,92,61,151
2026/05/14,21:00,87,89,57,151
2026/05/14,22:00,82,83,56,146
2026/05/14,23:00,78,78,59,132

最大使用率(%),時間帯
64,10:00～11:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
157,13:00～14:00,05月15日,00:00,44,69

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
109,13:00～14:00,05月15日,00:00

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
135,19:00～20:00,05月15日,00:00,36,73

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
99,19:00～20:00,05月15日,00:00

