2026/02/22 00:13 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
140,11:00～12:00,02月21日,22:41,54,65

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
91,11:00～12:00,02月21日,22:41

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
130,19:00～20:00,02月21日,22:41,46,68

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
89,19:00～20:00,02月21日,22:41

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2026/02/21,00:00,71,72,55,127
2026/02/21,01:00,68,70,53,127
2026/02/21,02:00,69,71,54,127
2026/02/21,03:00,72,73,56,127
2026/02/21,04:00,73,74,57,127
2026/02/21,05:00,72,73,56,127
2026/02/21,06:00,71,73,54,130
2026/02/21,07:00,75,77,57,131
2026/02/21,08:00,80,82,58,136
2026/02/21,09:00,84,85,58,143
2026/02/21,10:00,87,91,60,144
2026/02/21,11:00,88,91,62,140
2026/02/21,12:00,86,88,61,141
2026/02/21,13:00,87,87,62,139
2026/02/21,14:00,85,87,63,135
2026/02/21,15:00,85,86,62,137
2026/02/21,16:00,84,84,61,136
2026/02/21,17:00,82,83,62,131
2026/02/21,18:00,84,87,65,129
2026/02/21,19:00,86,89,66,130
2026/02/21,20:00,84,87,64,130
2026/02/21,21:00,80,83,61,130
2026/02/21,22:00,77,78,59,130
2026/02/21,23:00,73,75,56,130

最大使用率(%),時間帯
66,19:00～20:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
127,18:00～19:00,02月22日,00:00,46,68

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
87,18:00～19:00,02月22日,00:00

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
127,18:00～19:00,02月22日,00:00,46,68

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
87,18:00～19:00,02月22日,00:00

DATE,TIME,当日実績(5分間隔値)(万kW),太陽光発電実績(5分間値)(万kW)
2026/02/21,00:00,74,0
2026/02/21,00:05,74,0
2026/02/21,00:10,74,0
2026/02/21,00:15,73,0
2026/02/21,00:20,71,0
2026/02/21,00:25,70,0
2026/02/21,00:30,71,0
2026/02/21,00:35,72,0
2026/02/21,00:40,71,0
2026/02/21,00:45,72,0
2026/02/21,00:50,71,0
2026/02/21,00:55,69,0
2026/02/21,01:00,70,0
2026/02/21,01:05,71,0
2026/02/21,01:10,71,0
2026/02/21,01:15,70,0
2026/02/21,01:20,70,0
2026/02/21,01:25,67,0
2026/02/21,01:30,66,0
2026/02/21,01:35,68,0
2026/02/21,01:40,70,0
2026/02/21,01:45,69,0
2026/02/21,01:50,70,0
2026/02/21,01:55,67,0
2026/02/21,02:00,69,0
2026/02/21,02:05,70,0
2026/02/21,02:10,71,0
2026/02/21,02:15,70,0
2026/02/21,02:20,70,0
2026/02/21,02:25,69,0
2026/02/21,02:30,68,0
2026/02/21,02:35,68,0
2026/02/21,02:40,71,0
2026/02/21,02:45,71,0
2026/02/21,02:50,72,0
2026/02/21,02:55,73,0
2026/02/21,03:00,71,0
2026/02/21,03:05,73,0
2026/02/21,03:10,74,0
2026/02/21,03:15,74,0
2026/02/21,03:20,74,0
2026/02/21,03:25,72,0
2026/02/21,03:30,71,0
2026/02/21,03:35,71,0
2026/02/21,03:40,72,0
2026/02/21,03:45,74,0
2026/02/21,03:50,74,0
2026/02/21,03:55,74,0
2026/02/21,04:00,74,0
2026/02/21,04:05,73,0
2026/02/21,04:10,74,0
2026/02/21,04:15,75,0
2026/02/21,04:20,75,0
2026/02/21,04:25,74,0
2026/02/21,04:30,74,0
2026/02/21,04:35,72,0
2026/02/21,04:40,72,0
2026/02/21,04:45,75,0
2026/02/21,04:50,75,0
2026/02/21,04:55,75,0
2026/02/21,05:00,76,0
2026/02/21,05:05,73,0
2026/02/21,05:10,75,0
2026/02/21,05:15,75,0
2026/02/21,05:20,75,0
2026/02/21,05:25,75,0
2026/02/21,05:30,73,0
2026/02/21,05:35,71,0
2026/02/21,05:40,70,0
2026/02/21,05:45,71,0
2026/02/21,05:50,72,0
2026/02/21,05:55,72,0
2026/02/21,06:00,72,0
2026/02/21,06:05,72,0
2026/02/21,06:10,70,0
2026/02/21,06:15,73,0
2026/02/21,06:20,73,0
2026/02/21,06:25,73,0
2026/02/21,06:30,73,0
2026/02/21,06:35,73,0
2026/02/21,06:40,70,0
2026/02/21,06:45,70,0
2026/02/21,06:50,71,0
2026/02/21,06:55,74,0
2026/02/21,07:00,74,0
2026/02/21,07:05,74,0
2026/02/21,07:10,75,0
2026/02/21,07:15,74,0
2026/02/21,07:20,76,1
2026/02/21,07:25,76,1
2026/02/21,07:30,76,1
2026/02/21,07:35,78,2
2026/02/21,07:40,76,2
2026/02/21,07:45,75,3
2026/02/21,07:50,76,3
2026/02/21,07:55,77,4
2026/02/21,08:00,77,5
2026/02/21,08:05,82,6
2026/02/21,08:10,80,6
2026/02/21,08:15,80,7
2026/02/21,08:20,81,8
2026/02/21,08:25,81,9
2026/02/21,08:30,81,9
2026/02/21,08:35,84,10
2026/02/21,08:40,81,11
2026/02/21,08:45,81,11
2026/02/21,08:50,83,12
2026/02/21,08:55,83,13
2026/02/21,09:00,83,14
2026/02/21,09:05,86,14
2026/02/21,09:10,85,15
2026/02/21,09:15,86,16
2026/02/21,09:20,86,16
2026/02/21,09:25,85,17
2026/02/21,09:30,85,18
2026/02/21,09:35,85,18
2026/02/21,09:40,84,19
2026/02/21,09:45,87,19
2026/02/21,09:50,86,20
2026/02/21,09:55,87,20
2026/02/21,10:00,87,21
2026/02/21,10:05,88,21
2026/02/21,10:10,89,22
2026/02/21,10:15,89,22
2026/02/21,10:20,89,23
2026/02/21,10:25,89,23
2026/02/21,10:30,89,23
2026/02/21,10:35,89,23
2026/02/21,10:40,88,24
2026/02/21,10:45,89,24
2026/02/21,10:50,90,25
2026/02/21,10:55,89,25
2026/02/21,11:00,90,25
2026/02/21,11:05,91,26
2026/02/21,11:10,90,26
2026/02/21,11:15,91,26
2026/02/21,11:20,93,26
2026/02/21,11:25,92,26
2026/02/21,11:30,92,26
2026/02/21,11:35,87,26
2026/02/21,11:40,87,26
2026/02/21,11:45,88,26
2026/02/21,11:50,87,26
2026/02/21,11:55,88,26
2026/02/21,12:00,89,26
2026/02/21,12:05,88,26
2026/02/21,12:10,88,25
2026/02/21,12:15,87,26
