2025/10/05 00:13 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
193,13:00～14:00,10月04日,22:41,36,73

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
142,13:00～14:00,10月04日,22:41

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
165,20:00～21:00,10月04日,22:41,28,78

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
129,20:00～21:00,10月04日,22:41

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2025/10/04,00:00,104,104,66,156
2025/10/04,01:00,99,99,63,156
2025/10/04,02:00,97,97,65,149
2025/10/04,03:00,96,97,67,142
2025/10/04,04:00,94,95,66,142
2025/10/04,05:00,95,96,66,142
2025/10/04,06:00,96,97,65,147
2025/10/04,07:00,106,106,67,156
2025/10/04,08:00,121,119,71,170
2025/10/04,09:00,132,129,72,183
2025/10/04,10:00,138,133,72,191
2025/10/04,11:00,140,136,72,194
2025/10/04,12:00,139,142,71,194
2025/10/04,13:00,140,142,72,192
2025/10/04,14:00,140,140,74,187
2025/10/04,15:00,139,138,77,180
2025/10/04,16:00,137,136,74,184
2025/10/04,17:00,134,133,74,179
2025/10/04,18:00,135,132,76,177
2025/10/04,19:00,134,131,75,177
2025/10/04,20:00,130,129,76,171
2025/10/04,21:00,123,124,74,165
2025/10/04,22:00,118,117,71,165
2025/10/04,23:00,110,111,70,156

最大使用率(%),時間帯
77,15:00～16:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
191,13:00～14:00,10月05日,00:00,43,70

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
134,13:00～14:00,10月05日,00:00

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
166,19:00～20:00,10月05日,00:00,26,79

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
132,19:00～20:00,10月05日,00:00

DATE,TIME,当日実績(5分間隔値)(万kW),太陽光発電実績(5分間値)(万kW)
2025/10/04,00:00,109,0
2025/10/04,00:05,108,0
2025/10/04,00:10,108,0
2025/10/04,00:15,107,0
2025/10/04,00:20,106,0
2025/10/04,00:25,106,0
2025/10/04,00:30,105,0
2025/10/04,00:35,104,0
2025/10/04,00:40,104,0
2025/10/04,00:45,103,0
2025/10/04,00:50,103,0
2025/10/04,00:55,102,0
2025/10/04,01:00,102,0
2025/10/04,01:05,102,0
2025/10/04,01:10,101,0
2025/10/04,01:15,101,0
2025/10/04,01:20,100,0
2025/10/04,01:25,100,0
2025/10/04,01:30,99,0
2025/10/04,01:35,99,0
2025/10/04,01:40,99,0
2025/10/04,01:45,98,0
2025/10/04,01:50,98,0
2025/10/04,01:55,98,0
2025/10/04,02:00,98,0
2025/10/04,02:05,98,0
2025/10/04,02:10,97,0
2025/10/04,02:15,98,0
2025/10/04,02:20,98,0
2025/10/04,02:25,98,0
2025/10/04,02:30,97,0
2025/10/04,02:35,98,0
2025/10/04,02:40,99,0
2025/10/04,02:45,99,0
2025/10/04,02:50,99,0
2025/10/04,02:55,98,0
2025/10/04,03:00,98,0
2025/10/04,03:05,98,0
2025/10/04,03:10,98,0
2025/10/04,03:15,98,0
2025/10/04,03:20,98,0
2025/10/04,03:25,97,0
2025/10/04,03:30,97,0
2025/10/04,03:35,96,0
2025/10/04,03:40,96,0
2025/10/04,03:45,96,0
2025/10/04,03:50,95,0
2025/10/04,03:55,95,0
2025/10/04,04:00,95,0
2025/10/04,04:05,95,0
2025/10/04,04:10,95,0
2025/10/04,04:15,95,0
2025/10/04,04:20,95,0
2025/10/04,04:25,95,0
2025/10/04,04:30,95,0
2025/10/04,04:35,95,0
2025/10/04,04:40,95,0
2025/10/04,04:45,96,0
2025/10/04,04:50,96,0
2025/10/04,04:55,96,0
2025/10/04,05:00,96,0
2025/10/04,05:05,96,0
2025/10/04,05:10,97,0
2025/10/04,05:15,97,0
2025/10/04,05:20,97,0
2025/10/04,05:25,96,0
2025/10/04,05:30,96,0
2025/10/04,05:35,96,0
2025/10/04,05:40,96,0
2025/10/04,05:45,96,0
2025/10/04,05:50,96,0
2025/10/04,05:55,96,0
2025/10/04,06:00,96,0
2025/10/04,06:05,96,0
2025/10/04,06:10,96,0
2025/10/04,06:15,96,0
2025/10/04,06:20,96,0
2025/10/04,06:25,96,0
2025/10/04,06:30,96,0
2025/10/04,06:35,97,0
2025/10/04,06:40,98,1
2025/10/04,06:45,98,1
2025/10/04,06:50,98,1
2025/10/04,06:55,99,2
2025/10/04,07:00,99,2
2025/10/04,07:05,102,2
2025/10/04,07:10,103,3
2025/10/04,07:15,103,3
2025/10/04,07:20,104,4
2025/10/04,07:25,104,4
2025/10/04,07:30,105,5
2025/10/04,07:35,110,6
2025/10/04,07:40,111,6
2025/10/04,07:45,111,7
2025/10/04,07:50,112,8
2025/10/04,07:55,112,8
2025/10/04,08:00,113,9
2025/10/04,08:05,118,10
2025/10/04,08:10,119,10
2025/10/04,08:15,120,11
2025/10/04,08:20,120,12
2025/10/04,08:25,120,12
2025/10/04,08:30,121,13
2025/10/04,08:35,125,14
2025/10/04,08:40,126,14
2025/10/04,08:45,126,15
2025/10/04,08:50,127,15
2025/10/04,08:55,127,16
2025/10/04,09:00,128,17
2025/10/04,09:05,132,17
2025/10/04,09:10,132,18
2025/10/04,09:15,131,19
2025/10/04,09:20,131,19
2025/10/04,09:25,132,20
2025/10/04,09:30,132,20
2025/10/04,09:35,135,21
2025/10/04,09:40,136,21
2025/10/04,09:45,136,22
2025/10/04,09:50,136,22
2025/10/04,09:55,136,23
2025/10/04,10:00,136,23
2025/10/04,10:05,138,24
2025/10/04,10:10,138,24
2025/10/04,10:15,138,24
2025/10/04,10:20,138,25
2025/10/04,10:25,138,25
2025/10/04,10:30,138,25
2025/10/04,10:35,139,25
2025/10/04,10:40,139,26
2025/10/04,10:45,139,26
2025/10/04,10:50,140,26
2025/10/04,10:55,140,26
2025/10/04,11:00,140,26
2025/10/04,11:05,140,26
2025/10/04,11:10,140,26
2025/10/04,11:15,140,26
2025/10/04,11:20,140,25
2025/10/04,11:25,141,25
2025/10/04,11:30,141,26
2025/10/04,11:35,140,25
2025/10/04,11:40,141,25
2025/10/04,11:45,141,25
2025/10/04,11:50,141,25
2025/10/04,11:55,141,25
2025/10/04,12:00,141,25
2025/10/04,12:05,140,25
2025/10/04,12:10,140,25
2025/10/04,12:15,140,25
2025/10/04,12:20,140,24
2025/10/04,12:25,140,24
2025/10/04,12:30,140,24
2025/10/04,12:35,140,24
2025/10/04,12:40,140,25
