2025/10/13 00:13 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
172,14:00～15:00,10月12日,22:41,28,77

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
134,14:00～15:00,10月12日,22:41

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
166,11:00～12:00,10月12日,22:41,26,79

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
132,11:00～12:00,10月12日,22:41

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2025/10/12,00:00,99,100,69,143
2025/10/12,01:00,94,95,67,139
2025/10/12,02:00,92,93,66,139
2025/10/12,03:00,92,93,66,139
2025/10/12,04:00,91,92,65,139
2025/10/12,05:00,91,92,65,139
2025/10/12,06:00,91,92,65,139
2025/10/12,07:00,98,99,68,144
2025/10/12,08:00,109,110,71,152
2025/10/12,09:00,118,120,74,159
2025/10/12,10:00,121,127,73,164
2025/10/12,11:00,124,132,72,171
2025/10/12,12:00,128,133,72,176
2025/10/12,13:00,129,133,73,175
2025/10/12,14:00,128,134,74,171
2025/10/12,15:00,127,129,74,171
2025/10/12,16:00,127,127,74,170
2025/10/12,17:00,125,125,76,164
2025/10/12,18:00,126,126,77,162
2025/10/12,19:00,125,127,77,162
2025/10/12,20:00,122,123,75,162
2025/10/12,21:00,117,116,72,162
2025/10/12,22:00,110,109,74,148
2025/10/12,23:00,104,101,72,143

最大使用率(%),時間帯
77,19:00～20:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
171,16:00～17:00,10月13日,00:00,35,74

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
127,16:00～17:00,10月13日,00:00

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
160,15:00～16:00,10月13日,00:00,27,78

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
126,15:00～16:00,10月13日,00:00

DATE,TIME,当日実績(5分間隔値)(万kW),太陽光発電実績(5分間値)(万kW)
2025/10/12,00:00,102,0
2025/10/12,00:05,101,0
2025/10/12,00:10,101,0
2025/10/12,00:15,101,0
2025/10/12,00:20,100,0
2025/10/12,00:25,101,0
2025/10/12,00:30,100,0
2025/10/12,00:35,99,0
2025/10/12,00:40,99,0
2025/10/12,00:45,100,0
2025/10/12,00:50,99,0
2025/10/12,00:55,99,0
2025/10/12,01:00,97,0
2025/10/12,01:05,95,0
2025/10/12,01:10,94,0
2025/10/12,01:15,96,0
2025/10/12,01:20,96,0
2025/10/12,01:25,96,0
2025/10/12,01:30,96,0
2025/10/12,01:35,94,0
2025/10/12,01:40,94,0
2025/10/12,01:45,95,0
2025/10/12,01:50,95,0
2025/10/12,01:55,94,0
2025/10/12,02:00,94,0
2025/10/12,02:05,91,0
2025/10/12,02:10,91,0
2025/10/12,02:15,93,0
2025/10/12,02:20,93,0
2025/10/12,02:25,93,0
2025/10/12,02:30,93,0
2025/10/12,02:35,91,0
2025/10/12,02:40,94,0
2025/10/12,02:45,95,0
2025/10/12,02:50,95,0
2025/10/12,02:55,95,0
2025/10/12,03:00,94,0
2025/10/12,03:05,92,0
2025/10/12,03:10,91,0
2025/10/12,03:15,94,0
2025/10/12,03:20,94,0
2025/10/12,03:25,94,0
2025/10/12,03:30,95,0
2025/10/12,03:35,91,0
2025/10/12,03:40,93,0
2025/10/12,03:45,93,0
2025/10/12,03:50,93,0
2025/10/12,03:55,93,0
2025/10/12,04:00,92,0
2025/10/12,04:05,90,0
2025/10/12,04:10,90,0
2025/10/12,04:15,92,0
2025/10/12,04:20,92,0
2025/10/12,04:25,92,0
2025/10/12,04:30,93,0
2025/10/12,04:35,90,0
2025/10/12,04:40,92,0
2025/10/12,04:45,93,0
2025/10/12,04:50,93,0
2025/10/12,04:55,93,0
2025/10/12,05:00,92,0
2025/10/12,05:05,90,0
2025/10/12,05:10,91,0
2025/10/12,05:15,93,0
2025/10/12,05:20,94,0
2025/10/12,05:25,93,0
2025/10/12,05:30,93,0
2025/10/12,05:35,91,0
2025/10/12,05:40,93,0
2025/10/12,05:45,93,0
2025/10/12,05:50,93,0
2025/10/12,05:55,93,0
2025/10/12,06:00,92,0
2025/10/12,06:05,90,0
2025/10/12,06:10,90,0
2025/10/12,06:15,92,0
2025/10/12,06:20,92,0
2025/10/12,06:25,92,0
2025/10/12,06:30,91,0
2025/10/12,06:35,92,0
2025/10/12,06:40,93,0
2025/10/12,06:45,94,0
2025/10/12,06:50,94,0
2025/10/12,06:55,94,2
2025/10/12,07:00,91,2
2025/10/12,07:05,94,3
2025/10/12,07:10,96,3
2025/10/12,07:15,98,3
2025/10/12,07:20,98,3
2025/10/12,07:25,99,4
2025/10/12,07:30,96,4
2025/10/12,07:35,102,5
2025/10/12,07:40,102,5
2025/10/12,07:45,103,6
2025/10/12,07:50,103,6
2025/10/12,07:55,102,8
2025/10/12,08:00,100,8
2025/10/12,08:05,105,8
2025/10/12,08:10,106,8
2025/10/12,08:15,106,11
2025/10/12,08:20,106,11
2025/10/12,08:25,107,11
2025/10/12,08:30,108,11
2025/10/12,08:35,115,14
2025/10/12,08:40,115,14
2025/10/12,08:45,113,16
2025/10/12,08:50,115,16
2025/10/12,08:55,117,14
