2026/04/02 00:13 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
138,11:00～12:00,04月01日,22:41,45,68

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
95,11:00～12:00,04月01日,22:41

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
124,19:00～20:00,04月01日,22:41,36,73

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
91,19:00～20:00,04月01日,22:41

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2026/04/01,00:00,69,67,55,124
2026/04/01,01:00,67,64,54,122
2026/04/01,02:00,68,65,56,121
2026/04/01,03:00,71,71,58,122
2026/04/01,04:00,72,72,58,124
2026/04/01,05:00,72,73,58,124
2026/04/01,06:00,73,74,58,124
2026/04/01,07:00,79,79,62,126
2026/04/01,08:00,87,87,65,132
2026/04/01,09:00,94,93,72,130
2026/04/01,10:00,97,95,71,136
2026/04/01,11:00,97,95,70,138
2026/04/01,12:00,94,92,70,133
2026/04/01,13:00,94,93,72,129
2026/04/01,14:00,94,92,75,125
2026/04/01,15:00,91,90,72,126
2026/04/01,16:00,91,90,72,126
2026/04/01,17:00,89,89,71,125
2026/04/01,18:00,89,90,71,124
2026/04/01,19:00,89,91,71,124
2026/04/01,20:00,86,86,69,124
2026/04/01,21:00,81,81,65,123
2026/04/01,22:00,76,76,62,121
2026/04/01,23:00,72,72,59,121

最大使用率(%),時間帯
75,14:00～15:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
139,13:00～14:00,04月02日,00:00,43,69

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
97,13:00～14:00,04月02日,00:00

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
135,12:00～13:00,04月02日,00:00,39,71

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
97,12:00～13:00,04月02日,00:00

