2025/08/12 00:13 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
203,12:00～13:00,08月11日,22:41,38,72

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
147,12:00～13:00,08月11日,22:41

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
186,16:00～17:00,08月11日,22:41,27,79

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
147,16:00～17:00,08月11日,22:41

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2025/08/11,00:00,111,110,68,162
2025/08/11,01:00,105,104,70,150
2025/08/11,02:00,103,102,68,150
2025/08/11,03:00,102,102,68,150
2025/08/11,04:00,101,101,67,150
2025/08/11,05:00,103,103,68,150
2025/08/11,06:00,104,104,68,151
2025/08/11,07:00,113,113,72,156
2025/08/11,08:00,125,126,66,188
2025/08/11,09:00,135,137,69,193
2025/08/11,10:00,141,142,71,197
2025/08/11,11:00,144,144,71,201
2025/08/11,12:00,145,147,71,202
2025/08/11,13:00,146,146,72,202
2025/08/11,14:00,146,146,73,200
2025/08/11,15:00,145,146,74,195
2025/08/11,16:00,145,147,77,188
2025/08/11,17:00,144,146,75,192
2025/08/11,18:00,143,141,76,187
2025/08/11,19:00,143,142,76,186
2025/08/11,20:00,140,139,77,180
2025/08/11,21:00,132,135,75,175
2025/08/11,22:00,125,128,71,175
2025/08/11,23:00,118,121,67,175

最大使用率(%),時間帯
77,20:00～21:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
198,13:00～14:00,08月12日,00:00,31,76

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
151,13:00～14:00,08月12日,00:00

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
175,19:00～20:00,08月12日,00:00,23,81

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
142,19:00～20:00,08月12日,00:00

DATE,TIME,当日実績(5分間隔値)(万kW),太陽光発電実績(5分間値)(万kW)
2025/08/11,00:00,116,0
2025/08/11,00:05,115,0
2025/08/11,00:10,114,0
2025/08/11,00:15,114,0
2025/08/11,00:20,114,0
2025/08/11,00:25,114,0
2025/08/11,00:30,113,0
2025/08/11,00:35,110,0
2025/08/11,00:40,109,0
2025/08/11,00:45,109,0
2025/08/11,00:50,110,0
2025/08/11,00:55,110,0
2025/08/11,01:00,110,0
2025/08/11,01:05,108,0
2025/08/11,01:10,109,0
2025/08/11,01:15,109,0
2025/08/11,01:20,108,0
2025/08/11,01:25,108,0
2025/08/11,01:30,105,0
2025/08/11,01:35,103,0
2025/08/11,01:40,104,0
2025/08/11,01:45,105,0
2025/08/11,01:50,106,0
2025/08/11,01:55,105,0
2025/08/11,02:00,104,0
2025/08/11,02:05,104,0
2025/08/11,02:10,105,0
2025/08/11,02:15,105,0
2025/08/11,02:20,105,0
2025/08/11,02:25,105,0
2025/08/11,02:30,102,0
2025/08/11,02:35,102,0
2025/08/11,02:40,104,0
2025/08/11,02:45,105,0
2025/08/11,02:50,105,0
2025/08/11,02:55,105,0
2025/08/11,03:00,104,0
2025/08/11,03:05,104,0
2025/08/11,03:10,104,0
2025/08/11,03:15,104,0
2025/08/11,03:20,105,0
2025/08/11,03:25,104,0
2025/08/11,03:30,101,0
2025/08/11,03:35,100,0
2025/08/11,03:40,100,0
2025/08/11,03:45,101,0
2025/08/11,03:50,102,0
2025/08/11,03:55,102,0
2025/08/11,04:00,103,0
2025/08/11,04:05,103,0
2025/08/11,04:10,101,0
2025/08/11,04:15,102,0
2025/08/11,04:20,102,0
2025/08/11,04:25,103,0
2025/08/11,04:30,103,0
2025/08/11,04:35,103,0
2025/08/11,04:40,101,0
2025/08/11,04:45,100,0
2025/08/11,04:50,102,0
2025/08/11,04:55,103,0
2025/08/11,05:00,103,0
2025/08/11,05:05,103,0
2025/08/11,05:10,103,0
2025/08/11,05:15,104,0
2025/08/11,05:20,104,0
2025/08/11,05:25,105,0
2025/08/11,05:30,104,0
2025/08/11,05:35,103,0
2025/08/11,05:40,101,0
2025/08/11,05:45,102,0
2025/08/11,05:50,103,0
2025/08/11,05:55,103,0
2025/08/11,06:00,104,0
2025/08/11,06:05,102,0
2025/08/11,06:10,105,0
2025/08/11,06:15,105,0
2025/08/11,06:20,104,0
2025/08/11,06:25,105,1
2025/08/11,06:30,103,1
2025/08/11,06:35,103,1
2025/08/11,06:40,103,1
2025/08/11,06:45,105,2
2025/08/11,06:50,107,2
2025/08/11,06:55,107,2
2025/08/11,07:00,108,3
2025/08/11,07:05,110,3
2025/08/11,07:10,111,3
2025/08/11,07:15,112,4
2025/08/11,07:20,113,4
2025/08/11,07:25,114,5
2025/08/11,07:30,114,5
2025/08/11,07:35,115,6
2025/08/11,07:40,115,6
2025/08/11,07:45,116,7
2025/08/11,07:50,118,7
2025/08/11,07:55,119,8
2025/08/11,08:00,119,9
2025/08/11,08:05,122,9
2025/08/11,08:10,123,10
2025/08/11,08:15,124,10
2025/08/11,08:20,125,10
2025/08/11,08:25,126,11
2025/08/11,08:30,126,11
2025/08/11,08:35,128,12
2025/08/11,08:40,127,12
2025/08/11,08:45,127,13
2025/08/11,08:50,129,13
2025/08/11,08:55,130,14
2025/08/11,09:00,130,15
2025/08/11,09:05,134,15
2025/08/11,09:10,134,16
2025/08/11,09:15,135,16
2025/08/11,09:20,134,17
2025/08/11,09:25,135,18
2025/08/11,09:30,135,19
2025/08/11,09:35,137,19
2025/08/11,09:40,137,19
2025/08/11,09:45,137,20
2025/08/11,09:50,139,20
2025/08/11,09:55,140,21
2025/08/11,10:00,139,21
2025/08/11,10:05,142,22
2025/08/11,10:10,141,22
2025/08/11,10:15,142,23
2025/08/11,10:20,142,23
2025/08/11,10:25,142,24
2025/08/11,10:30,142,24
2025/08/11,10:35,143,25
2025/08/11,10:40,141,25
2025/08/11,10:45,141,26
2025/08/11,10:50,141,26
2025/08/11,10:55,142,26
2025/08/11,11:00,143,27
2025/08/11,11:05,144,27
2025/08/11,11:10,146,27
2025/08/11,11:15,144,27
2025/08/11,11:20,146,27
2025/08/11,11:25,147,27
2025/08/11,11:30,147,27
2025/08/11,11:35,148,27
2025/08/11,11:40,146,28
2025/08/11,11:45,143,28
2025/08/11,11:50,143,28
2025/08/11,11:55,144,29
2025/08/11,12:00,145,29
2025/08/11,12:05,146,29
2025/08/11,12:10,147,29
2025/08/11,12:15,144,29
2025/08/11,12:20,146,29
2025/08/11,12:25,147,29
2025/08/11,12:30,147,29
2025/08/11,12:35,147,29
2025/08/11,12:40,147,29
2025/08/11,12:45,144,29
2025/08/11,12:50,144,29
2025/08/11,12:55,145,29
2025/08/11,13:00,145,29
2025/08/11,13:05,146,29
2025/08/11,13:10,147,29
2025/08/11,13:15,148,29
2025/08/11,13:20,147,28
2025/08/11,13:25,146,28
2025/08/11,13:30,147,28
2025/08/11,13:35,147,28
2025/08/11,13:40,147,28
2025/08/11,13:45,148,27
2025/08/11,13:50,147,27
2025/08/11,13:55,146,27
2025/08/11,14:00,146,27
2025/08/11,14:05,144,27
2025/08/11,14:10,146,26
2025/08/11,14:15,148,26
2025/08/11,14:20,148,26
2025/08/11,14:25,148,26
2025/08/11,14:30,147,25
2025/08/11,14:35,146,25
2025/08/11,14:40,146,25
2025/08/11,14:45,147,24
2025/08/11,14:50,148,24
2025/08/11,14:55,146,24
2025/08/11,15:00,145,23
2025/08/11,15:05,142,23
2025/08/11,15:10,144,22
2025/08/11,15:15,145,22
2025/08/11,15:20,146,21
2025/08/11,15:25,147,21
2025/08/11,15:30,150,20
2025/08/11,15:35,146,20
2025/08/11,15:40,143,19
2025/08/11,15:45,146,19
2025/08/11,15:50,146,18
2025/08/11,15:55,147,17
2025/08/11,16:00,148,17
2025/08/11,16:05,144,16
2025/08/11,16:10,143,15
2025/08/11,16:15,143,15
2025/08/11,16:20,145,14
2025/08/11,16:25,147,14
2025/08/11,16:30,149,13
2025/08/11,16:35,146,12
2025/08/11,16:40,147,12
2025/08/11,16:45,145,11
2025/08/11,16:50,147,11
2025/08/11,16:55,148,10
2025/08/11,17:00,148,10
2025/08/11,17:05,145,9
2025/08/11,17:10,144,9
2025/08/11,17:15,144,8
