2025/09/19 00:13 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
206,13:00～14:00,09月18日,22:41,33,75

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
155,13:00～14:00,09月18日,22:41

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
179,18:00～19:00,09月18日,22:41,23,81

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
145,18:00～19:00,09月18日,22:41

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2025/09/18,00:00,108,109,67,161
2025/09/18,01:00,102,103,63,161
2025/09/18,02:00,101,101,62,161
2025/09/18,03:00,99,100,61,161
2025/09/18,04:00,98,99,60,161
2025/09/18,05:00,101,101,62,161
2025/09/18,06:00,105,104,60,173
2025/09/18,07:00,119,117,62,190
2025/09/18,08:00,136,137,69,197
2025/09/18,09:00,147,148,71,205
2025/09/18,10:00,152,153,74,205
2025/09/18,11:00,154,155,74,208
2025/09/18,12:00,153,155,73,208
2025/09/18,13:00,154,155,74,207
2025/09/18,14:00,154,155,75,203
2025/09/18,15:00,152,154,77,197
2025/09/18,16:00,151,153,79,190
2025/09/18,17:00,146,148,79,183
2025/09/18,18:00,144,145,80,179
2025/09/18,19:00,143,144,79,179
2025/09/18,20:00,139,140,77,179
2025/09/18,21:00,130,133,70,185
2025/09/18,22:00,122,124,65,185
2025/09/18,23:00,114,116,65,173

最大使用率(%),時間帯
80,18:00～19:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
204,13:00～14:00,09月19日,00:00,31,76

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
156,13:00～14:00,09月19日,00:00

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
179,18:00～19:00,09月19日,00:00,23,81

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
146,18:00～19:00,09月19日,00:00

DATE,TIME,当日実績(5分間隔値)(万kW),太陽光発電実績(5分間値)(万kW)
2025/09/18,00:00,113,0
2025/09/18,00:05,112,0
2025/09/18,00:10,112,0
2025/09/18,00:15,111,0
2025/09/18,00:20,110,0
2025/09/18,00:25,110,0
2025/09/18,00:30,109,0
2025/09/18,00:35,108,0
2025/09/18,00:40,108,0
2025/09/18,00:45,108,0
2025/09/18,00:50,107,0
2025/09/18,00:55,106,0
2025/09/18,01:00,106,0
2025/09/18,01:05,106,0
2025/09/18,01:10,105,0
2025/09/18,01:15,105,0
2025/09/18,01:20,104,0
2025/09/18,01:25,104,0
2025/09/18,01:30,103,0
2025/09/18,01:35,103,0
2025/09/18,01:40,103,0
2025/09/18,01:45,102,0
2025/09/18,01:50,102,0
2025/09/18,01:55,102,0
2025/09/18,02:00,102,0
2025/09/18,02:05,102,0
2025/09/18,02:10,101,0
2025/09/18,02:15,101,0
2025/09/18,02:20,101,0
2025/09/18,02:25,101,0
2025/09/18,02:30,101,0
2025/09/18,02:35,101,0
2025/09/18,02:40,102,0
2025/09/18,02:45,102,0
2025/09/18,02:50,102,0
2025/09/18,02:55,102,0
2025/09/18,03:00,102,0
2025/09/18,03:05,101,0
2025/09/18,03:10,101,0
2025/09/18,03:15,101,0
2025/09/18,03:20,101,0
2025/09/18,03:25,101,0
2025/09/18,03:30,101,0
2025/09/18,03:35,100,0
2025/09/18,03:40,100,0
2025/09/18,03:45,100,0
2025/09/18,03:50,100,0
2025/09/18,03:55,99,0
2025/09/18,04:00,99,0
2025/09/18,04:05,99,0
2025/09/18,04:10,99,0
2025/09/18,04:15,99,0
2025/09/18,04:20,99,0
2025/09/18,04:25,99,0
2025/09/18,04:30,99,0
2025/09/18,04:35,99,0
2025/09/18,04:40,100,0
2025/09/18,04:45,100,0
2025/09/18,04:50,100,0
